id,site_id,project_company_id,size_kwdc,ato_date,in_service_date,host_type,revenue_type,interconnection_type,registry_facility_name,cref_short_name,subscriber_orginization,system_yield_as_built,system_yield_finance,annual_degradation_engr,annual_degradation_finance,created_on,updated_on
Z9V6PobJ,1,14,5.6,2019-10-30,2019-10-30,Residential,Zero Cent PPA,NEM,NON280466,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
oEuVcXev,1,14,3.36,2019-12-09,2019-12-09,Residential,Zero Cent PPA,NEM,NON297895,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
iiqjZWBK,1,14,4.48,2019-12-20,2019-12-20,Residential,Zero Cent PPA,NEM,NON297915,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
J5VRVizM,1,14,4.48,2019-10-29,2019-10-29,Residential,Zero Cent PPA,NEM,NON280875,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
XuQsUU9o,1,14,4.48,2019-10-29,2019-10-29,Residential,Zero Cent PPA,NEM,NON280699,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
netQJP7e,1,14,4.48,2019-10-29,2019-10-29,Residential,Zero Cent PPA,NEM,NON293878,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
mfSjnfEX,1,14,3.36,2019-12-05,2019-12-05,Residential,Zero Cent PPA,NEM,NON297402,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
8oC52fNY,1,14,2.24,2019-10-30,2019-10-30,Residential,Zero Cent PPA,NEM,NON280876,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
ptYR7mbQ,1,14,6.72,2019-12-09,2019-12-09,Residential,Zero Cent PPA,NEM,NON297919,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
WjXNs3Ym,1,14,4.48,2019-10-30,2019-10-30,Residential,Zero Cent PPA,NEM,NON293881,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
FdN6HbqA,1,14,5.88,2019-12-26,2019-12-26,Residential,Zero Cent PPA,NEM,NON297923,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
Xcc64z9Z,1,14,6.44,2019-10-29,2019-10-29,Residential,Zero Cent PPA,NEM,NON280978,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
JMxZ9jMU,1,14,6.72,2019-10-30,2019-10-30,Residential,Zero Cent PPA,NEM,NON280700,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
iHTs3QMh,1,14,3.08,2019-10-29,2019-10-29,Residential,Zero Cent PPA,NEM,NON280432,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
mbcxZG32,1,14,4.48,2019-12-20,2019-12-20,Residential,Zero Cent PPA,NEM,NON297860,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
nuaNte34,1,14,4.48,2019-10-29,2019-10-29,Residential,Zero Cent PPA,NEM,NON293884,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
UuqbggTF,1,14,3.92,2019-12-05,2019-12-05,Residential,Zero Cent PPA,NEM,NON297858,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
4BS6vBj7,1,14,4.2,2019-10-29,2019-10-29,Residential,Zero Cent PPA,NEM,NON280468,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
Gt8pjKeP,1,14,6.72,2019-10-29,2019-10-29,Residential,Zero Cent PPA,NEM,NON281147,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
h7U7DpYW,1,14,4.2,2019-10-29,2019-10-29,Residential,Zero Cent PPA,NEM,NON280467,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
t7rybQkZ,1,14,3.64,2019-10-29,2019-10-29,Residential,Zero Cent PPA,NEM,NON280487,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
XZ38mHEp,1,14,4.48,2019-10-30,2019-10-30,Residential,Zero Cent PPA,NEM,NON278657,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
qPW237LU,1,14,5.88,2020-01-16,2020-01-16,Residential,Zero Cent PPA,NEM,NON297907,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
aXe4fTCt,1,14,6.72,2019-10-29,2019-10-29,Residential,Zero Cent PPA,NEM,NON280883,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
FJViFyiS,1,14,3.08,2019-10-29,2019-10-29,Residential,Zero Cent PPA,NEM,NON280882,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
fTuS2UKV,1,14,3.92,2019-12-03,2019-12-03,Residential,Zero Cent PPA,NEM,NON297403,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
eZrAN8XD,1,14,3.36,2019-10-29,2019-10-29,Residential,Zero Cent PPA,NEM,NON280850,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
RTDxAJeR,1,14,5.04,2019-10-28,2019-10-28,Residential,Zero Cent PPA,NEM,NON280488,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
jZWEeuhJ,1,15,43.92,2018-07-10,,C&I,,NEM,NON231026,,,1300,1300,0.005,,2021-06-03 03:59:23.473649,
MUir9B9s,1,16,12.24,2018-12-06,,C&I,NEM,NEM,NON242072,,,1307,1307,0.005,,2021-06-03 03:59:23.473649,
5Q6T8Cm7,1,17,6.7,2018-11-28,,Residential,NEM,NEM,NON241642,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
HUGZ57wv,1,18,81.36,2018-05-10,2018-11-08,C&I,CREF,CREF,NON241348,NCS05,Arcadia,1078.3,1371,0.005,,2021-06-03 03:59:23.473649,
RZdqcB2k,1,18,23.12,2018-09-28,,C&I,CREF,CREF,NON241352,NCS04,Arcadia,1235.8,1224,0.005,,2021-06-03 03:59:23.473649,
XVnEQY7q,1,18,54.4,2018-06-09,,C&I,NEM,NEM,NON238858,,,1184.4,1308,0.005,,2021-06-03 03:59:23.473649,
sK7fpynM,1,18,26.18,2018-09-27,,C&I,CREF,CREF,NON241383,NCS01,Arcadia,1228.7,1338,0.005,0.005,2021-06-03 03:59:23.473649,
8EaZmYXK,1,18,26.18,2018-03-10,,C&I,CREF,CREF,NON241367,NCS07,Arcadia,1240.8,1327,0.005,,2021-06-03 03:59:23.473649,
Vp76QKue,1,18,26.18,2018-09-28,,C&I,CREF,CREF,NON241371,NCS02,Arcadia,1244.9,1335,0.005,,2021-06-03 03:59:23.473649,
bTUPD3c4,1,18,26.2,2018-09-28,,C&I,CREF,CREF,NON241379,NCS03,Arcadia,1239.5,1323,0.005,,2021-06-03 03:59:23.473649,
9XzKr8aF,1,19,165.6,2020-03-12,,C&I,,CREF,NON296501,,,1250,1250,0.005,0.0025,2021-06-03 03:59:23.473649,
iX5jtjeR,1,20,241.2,2020-05-29,,C&I,SFA,CREF,NON299011,,,1242.5,1242.5,0.005,0.0025,2021-06-03 03:59:23.473649,
GeNrbxca,1,20,70.6,2020-07-17,,C&I,,NEM,NON304535,,,1282.2,1282.2,0.005,0.0025,2021-06-03 03:59:23.473649,
ihk67mGn,1,21,75.2,2020-02-10,2020-02-13,C&I,CREF,CREF,NON296498,,,1232,1234,0.005,0.0025,2021-06-03 03:59:23.473649,
dk7bTaMQ,1,22,42.1,2018-07-12,2018-12-08,C&I,,NEM,NON242066,,,1219.5,1296,0.005,,2021-06-03 03:59:23.473649,
S3cKontx,1,22,43.9,2018-10-20,2019-01-25,C&I,,NEM,NON242065,,,1244.3,1308,0.005,,2021-06-03 03:59:23.473649,
kndhjxQw,1,22,45,2018-11-20,2018-12-10,C&I,,NEM,NON241675,,,1247,1274.300048828125,0.005,0.005,2021-06-03 03:59:23.473649,
oamkKPWL,1,22,38.5,2018-07-12,2019-01-07,C&I,,NEM,NON242064,,,1225.3,1375,0.005,,2021-06-03 03:59:23.473649,
cQWc6aEf,1,22,42.84,2018-11-19,2018-12-31,C&I,,NEM,NON241713,,,1208.1,1365,0.005,,2021-06-03 03:59:23.473649,
F3THFVUN,1,23,94.31999969482422,2020-03-03,2020-02-11,C&I,CREF,CREF,NON298305,NCS19,CleanChoice,1261,1329,0.005,0.0025,2021-06-03 03:59:23.473649,
7ZDKyY35,1,24,174.57,2019-08-20,2019-08-19,C&I,,NEM,NON272312,,,1254.8,1250,0.005,,2021-06-03 03:59:23.473649,
AgpxZPJT,1,25,125.6,2020-09-29,,C&I,CREF,CREF,NON313489,,,1252.1,1241,0.005,0.0025,2021-06-03 03:59:23.473649,
dUWfLXwS,1,25,52.1,2020-09-29,,C&I,,,NON313490,,,1252.1,1252.1,,,2021-06-03 03:59:23.473649,
iXvPwdGF,1,25,248.745,2020-10-27,,C&I,,,NON314336,,,1247.6,1247.6,,,2021-06-03 03:59:23.473649,
3NnJsDBD,1,26,172.8,2021-02-17,,C&I,,NEM,,,,1202.4,1202.4,0.005,,2021-06-03 03:59:23.473649,
PAMxgfSp,1,27,89.7,2019-09-04,2019-09-09,C&I,CREF,CREF,NON278647,NCS13,CleanChoice,1246.2,1287,0.005,,2021-06-03 03:59:23.473649,
88FMQdby,1,27,93.84,2019-09-04,2019-09-13,C&I,CREF,CREF,NON278643,NCS16,CleanChoice,1239,1287,0.005,,2021-06-03 03:59:23.473649,
askWfVzV,1,27,89.01,2019-09-04,2019-09-10,C&I,CREF,CREF,NON278644,NCS15,CleanChoice,1240.8,1287,0.005,,2021-06-03 03:59:23.473649,
KTs9gwg4,1,27,85.56,2019-09-04,2019-09-09,C&I,CREF,CREF,NON280916,NCS10,CleanChoice,1267.3,1287,0.005,,2021-06-03 03:59:23.473649,
HTuUeHcC,1,27,82.8,2019-09-04,2019-09-09,C&I,CREF,CREF,NON281138,NCS14,CleanChoice,1237.8,1287,0.005,,2021-06-03 03:59:23.473649,
qtnkppKW,1,28,73.4,2021-03-15,,C&I,,,,,,1220.6,1220.6,0.005,,2021-06-03 03:59:23.473649,
esGrBtr4,1,29,214.72999572753906,2020-03-17,,C&I,CREF,CREF,NON296295,NCS17,CleanChoice,1163.2,1266,0.005,0.005,2021-06-03 03:59:23.473649,
MqXxTgDv,1,30,218.2,2021-03-02,,C&I,,,,,,1273.5,1273.5,0.005,,2021-06-03 03:59:23.473649,
amM5s6nL,1,31,1149,2020-07-31,,C&I,,CREF,NON309274,,,1256,1256,0.005,,2021-06-03 03:59:23.473649,
LQCUJuva,1,32,51.9,2021-03-02,,C&I,,,,,,1236.1,1236.1,0.005,,2021-06-03 03:59:23.473649,
tnmvfwZ9,1,32,15.1,2021-03-05,,C&I,,,,,,1233.2,1233.2,0.005,,2021-06-03 03:59:23.473649,
e7wJEFPf,1,32,19.1,2021-03-02,,C&I,,,,,,1244,1244,0.005,,2021-06-03 03:59:23.473649,
CDp5hBK6,1,32,983.2,2021-03-26,,C&I,,,,,,1237.4,1237.4,0.005,,2021-06-03 03:59:23.473649,
NQpn6W2J,1,33,206,2018-02-05,,C&I,,NEM,NON223620,,,1162.3,1241,0.005,,2021-06-03 03:59:23.473649,
B57fepkM,1,34,4.2,2019-05-15,2019-05-15,Residential,Zero Cent PPA,NEM,NON263715,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
KtGuBAdV,1,34,3.45,2019-03-11,2019-03-11,Residential,Zero Cent PPA,NEM,NON263719,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
EUtLGu3L,1,34,4.5,2019-05-15,2019-05-15,Residential,Zero Cent PPA,NEM,NON262476,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
QcQasEXG,1,34,8.1,2019-05-15,2019-05-15,Residential,Zero Cent PPA,NEM,NON263720,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
fpGdVhFu,1,34,6.96,2019-03-13,2019-03-13,Residential,Zero Cent PPA,NEM,NON263712,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
5WCxZwJ4,1,34,5.1,2019-05-15,2019-05-15,Residential,Zero Cent PPA,NEM,NON263714,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
XVgfg7Ra,1,34,2.39,2019-03-15,2019-03-15,Residential,Zero Cent PPA,NEM,NON263718,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
EhkrejFE,1,34,2.4,2019-01-24,2019-01-24,Residential,Zero Cent PPA,NEM,NON263716,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
sSCCUcZo,1,34,6.6,2019-05-15,2019-05-15,Residential,Zero Cent PPA,NEM,NON263721,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
3ztVZDxP,1,34,3.42,2019-03-11,2019-03-11,Residential,Zero Cent PPA,NEM,NON263713,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
Kj9YhSjn,1,34,4.5,2019-05-15,2019-05-15,Residential,Zero Cent PPA,NEM,NON263717,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
ecFKqduA,1,35,510.69,2020-12-07,,C&I,,CREF,NON320013,,,1243.8,1243.8,0.005,0.0025,2021-06-03 03:59:23.473649,
hLkjToTu,1,36,263.72,2020-12-03,,C&I,,NEM,NON318951,,,1270.9,1270.9,0.005,,2021-06-03 03:59:23.473649,
HWGK2Aqk,1,37,102.6,2020-09-29,,C&I,,NEM,NON312989,,,1235.1,1235.1,0.005,,2021-06-03 03:59:23.473649,
K9kac48m,1,38,241.2,2020-11-25,,C&I,,,NON317042,,,1200.4,1200.4,0.005,0.005,2021-06-03 03:59:23.473649,
NRfgXk5G,1,39,2.85,2016-08-01,2016-08-01,Residential,Zero Cent PPA,NEM,,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
5LiXDoDW,1,39,3.12,2015-12-31,2015-12-31,Residential,Zero Cent PPA,NEM,,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
LPRuYPLy,1,39,2.6,2015-12-31,2015-12-31,Residential,Zero Cent PPA,NEM,,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
KU9AGD5G,1,39,3.9,2015-12-31,2015-12-31,Residential,Zero Cent PPA,NEM,,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
qJEL2nkY,1,39,3.78,2017-11-14,,Residential,Zero Cent PPA,NEM,NON104240,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
8YNYBsAm,1,39,7.14,2020-06-27,,Residential,,,NON314162,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
9PxxDNdU,1,39,5.15,2020-01-22,2020-01-22,Residential,Zero Cent PPA,NEM,NON294594,,,1250,1250,0.005,0.005,2021-06-03 03:59:23.473649,
L6WoJ3NK,1,39,3.12,2015-12-31,2015-12-31,Residential,Zero Cent PPA,NEM,,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
Hh5kiq2i,1,40,68.4,2020-09-10,,C&I,PPA,NEM,NON313101,,,1262,1262,0.005,0.005,2021-06-03 03:59:23.473649,
okqcSvVB,1,41,83.82,2020-02-21,,C&I,CREF,CREF,NON296499,,,1251.3,1250,0.005,0.0025,2021-06-03 03:59:23.473649,
tDUAwoqa,1,41,60.06,2020-02-25,,C&I,CREF,CREF,NON299532,,,1248,1250,0.005,0.0025,2021-06-03 03:59:23.473649,
8x4TuRLh,1,41,35.97,2020-02-25,,C&I,CREF,CREF,NON299959,,,1279.9,1250,0.005,0.0025,2021-06-03 03:59:23.473649,
sm9tvu2n,1,41,85.8,2020-02-25,,C&I,CREF,CREF,NON297944,,,1254.2,1250,0.005,0.0025,2021-06-03 03:59:23.473649,
MTiBFscD,1,41,85.8,2020-05-04,,C&I,SFA,CREF,NON297893,,,1153.31,1250,0.005,0.0025,2021-06-03 03:59:23.473649,
AJWPUtgH,1,41,78.5,2020-03-12,2020-03-25,C&I,CREF,CREF,NON296292,,,1187,1250,0.005,0.0025,2021-06-03 03:59:23.473649,
aPDuiQG3,1,41,109.9,2020-04-22,,C&I,SFA,CREF,NON297894,,,1059,1250,0.005,0.0025,2021-06-03 03:59:23.473649,
aWMdh7oD,1,41,92.1,2020-02-21,,C&I,CREF,CREF,NON296503,,,1217.1,1250,0.005,0.0025,2021-06-03 03:59:23.473649,
R3zf6dXo,1,41,85.5,2020-05-04,,C&I,SFA,CREF,NON299789,,,1249.8,1250,0.005,0.0025,2021-06-03 03:59:23.473649,
YYGp4wkm,1,41,83.5,2020-02-21,,C&I,CREF,CREF,NON302789,,,1250.6,1250,0.005,0.0025,2021-06-03 03:59:23.473649,
KozJjwdj,1,41,89.8,2020-05-29,,C&I,SFA,CREF,NON299009,,,1155.4,1250,0.005,0.0025,2021-06-03 03:59:23.473649,
REqJpbR6,1,41,86.46,2020-04-22,,C&I,SFA,CREF,NON297935,,,1164.9,1250,0.005,0.0025,2021-06-03 03:59:23.473649,
XC6R42Y8,1,41,73.9,2020-04-28,,C&I,SFA,CREF,NON298022,,,1159.2,1250,0.005,0.0025,2021-06-03 03:59:23.473649,
febK5kRM,1,41,76.9,2020-04-28,,C&I,SFA,CREF,NON297902,,,1155.6,1250,0.005,0.0025,2021-06-03 03:59:23.473649,
QnKS7DFA,1,41,81.8,2020-03-12,,C&I,CREF,CREF,NON297861,,,1160.2,1250,0.005,0.0025,2021-06-03 03:59:23.473649,
PRTwr8Mg,1,42,81.9,2021-04-15,,C&I,,,,,,1209,1209,0.005,0.005,2021-06-03 03:59:23.473649,
hFjQMQMM,1,43,232.5,2019-12-21,2020-03-06,C&I,,NEM,NON297156,,,1171,1239,0.005,0.0025,2021-06-03 03:59:23.473649,
jhiVBw2b,1,85,58.9,2021-05-19,,C&I,,,,,,1200.4,1200.4,0.005,0.005,2021-06-03 03:59:23.473649,
HeVJBuDc,1,44,134.9,2020-06-29,,C&I,,CREF,NON302377,,,1228.5,1228.5,0.005,0.005,2021-06-03 03:59:23.473649,
Vwjeuu23,1,45,17.34000015258789,2019-12-31,,C&I,Ethos Prepaid PPA,CREF,NON295350,,,1360.9,1360.9,0.005,0.005,2021-06-03 03:59:23.473649,
ZXE74w3k,1,45,33.3,2019-12-31,,C&I,Ethos Prepaid PPA,CREF,NON297859,,,1315,1317.4,0.005,0.005,2021-06-03 03:59:23.473649,
JAjENNkb,1,46,39.439998626708984,2019-12-31,2020-01-16,C&I,CREF,CREF,NON297855,,,1265.9,1300,0.005,,2021-06-03 03:59:23.473649,
jfTW844n,1,47,90.5,2021-01-15,,C&I,,,,,,1175.6,1175.6,0.005,,2021-06-03 03:59:23.473649,
SDDBBBLk,1,48,30.600000381469727,2020-03-17,2020-03-25,C&I,,CREF,NON298436,,,1266,1266,0.005,,2021-06-03 03:59:23.473649,
qZE4iVgt,1,48,35.28,2020-12-28,,C&I,,,,,,1263.1,1263.1,0.005,,2021-06-03 03:59:23.473649,
Gj4b3MTP,1,48,46.4,2020-12-28,,C&I,,,,,,1209.2,1209.2,0.005,,2021-06-03 03:59:23.473649,
QUMMnXGf,1,48,23.760000228881836,2019-12-31,2020-03-06,C&I,,CREF,NON297856,,,1220,1220,0.005,,2021-06-03 03:59:23.473649,
jZznhuwV,1,48,35.279998779296875,2019-12-31,2020-01-22,C&I,,CREF,NON296761,,,1256,1256,0.005,,2021-06-03 03:59:23.473649,
HdxwiJGe,1,48,49,2020-02-25,2020-03-19,C&I,,,NON297940,,,1235.8,1235.8,,,2021-06-03 03:59:23.473649,
ETumf2az,1,48,80.63999938964844,2020-02-25,2020-02-20,C&I,,CREF,NON297990,,,1267.9,1267.9,0.005,0.005,2021-06-03 03:59:23.473649,
8ejNGAmH,1,48,48.599998474121094,2020-02-25,2020-03-19,C&I,,CREF,NON297152,,,1240.1,1240.1,0.005,0.005,2021-06-03 03:59:23.473649,
WNnyydfL,1,48,19.079999923706055,2020-02-21,,C&I,,CREF,NON296289,,,1267,1267,0.005,,2021-06-03 03:59:23.473649,
LRYXjqEj,1,85,,,,C&I,,,,,,,1250,0.005,0.0025,2021-06-03 03:59:23.473649,
HpTiKwLa,1,48,29.520000457763672,2020-02-23,2020-03-25,C&I,,CREF,NON296279,,,1241,1241,0.005,0.005,2021-06-03 03:59:23.473649,
tbANVfMW,1,48,32.400001525878906,2020-03-06,2020-03-25,C&I,,CREF,NON296281,,,1239,1239,0.005,,2021-06-03 03:59:23.473649,
rmqbeiVP,1,48,33.119998931884766,2020-03-06,2020-03-25,C&I,,CREF,NON296284,,,1239,1239,0.005,,2021-06-03 03:59:23.473649,
ghdiq5Ty,1,48,33.119998931884766,2020-03-06,2020-03-06,C&I,,CREF,NON296287,,,1228,1228,0.005,,2021-06-03 03:59:23.473649,
qfodEj4N,1,48,17.280000686645508,2020-01-23,2020-03-05,C&I,,CREF,NON296782,,,1230,1230,0.005,,2021-06-03 03:59:23.473649,
4rAgZ5Jm,1,48,17.280000686645508,2020-02-23,2020-03-06,C&I,,CREF,NON296272,,,1234,1234,0.005,,2021-06-03 03:59:23.473649,
omAfGTYG,1,48,274.67999267578125,2020-04-02,,C&I,,CREF,NON297853,,,1258,1258,0.005,,2021-06-03 03:59:23.473649,
VfjxGsmB,1,48,22.31999969482422,2019-12-31,2020-03-02,C&I,,CREF,NON297934,,,1258,1258,0.005,,2021-06-03 03:59:23.473649,
Zeic9Vf8,1,48,48.959999084472656,2019-12-31,2020-01-10,C&I,,CREF,NON297056,,,1270.9,1270.9,0.005,,2021-06-03 03:59:23.473649,
AkoCuuwn,1,48,21.600000381469727,2019-12-31,2020-01-10,C&I,,CREF,NON296274,,,1206,1206,0.005,,2021-06-03 03:59:23.473649,
t83sofHx,1,48,35.63999938964844,2019-12-31,,C&I,,CREF,NON296276,,,1241,1241,0.005,,2021-06-03 03:59:23.473649,
VcXFkFiA,1,48,36,2020-01-16,2020-01-31,C&I,,CREF,NON296291,,,1258.1,1258.1,0.005,0.005,2021-06-03 03:59:23.473649,
zvKpFwPG,1,48,28.799999237060547,2020-03-12,2020-03-16,C&I,,CREF,NON296271,,,1202.4,1202.4,0.005,0.005,2021-06-03 03:59:23.473649,
NLvUMRx3,1,49,96.9,2017-09-18,,C&I,,NEM,,,,1352.8,1352.800048828125,0.005,,2021-06-03 03:59:23.473649,
JeTiz59w,1,49,170.64,2017-11-15,2017-11-15,C&I,,NEM,,,,1244.3,1236.699951171875,0.005,,2021-06-03 03:59:23.473649,
SfLMfWK8,1,49,441.36,2017-12-12,2017-12-15,C&I,,NEM,,,,1275.1,1275.0999755859375,0.005,,2021-06-03 03:59:23.473649,
btGiEv9F,1,49,30.2,2018-08-01,2018-02-15,C&I,,NEM,,,,1334.8,1334.800048828125,0.005,,2021-06-03 03:59:23.473649,
KPKdCoDN,1,49,178.56,2018-09-01,2018-01-11,C&I,,NEM,,,,1278.8,1206,0.005,,2021-06-03 03:59:23.473649,
B5JKY9A2,1,49,36.85,2018-12-02,,C&I,NEM,NEM,NON228081,,,1259,1259,0.005,,2021-06-03 03:59:23.473649,
RzKQkke8,1,49,180.4,2017-01-11,2018-01-10,C&I,,NEM,,,,1281.1,1258,0.005,,2021-06-03 03:59:23.473649,
d2Ww9Bvv,1,49,259.8,2018-08-01,2018-01-08,C&I,,NEM,,,,1291.8,1240.1,0.005,,2021-06-03 03:59:23.473649,
nmTKhgg5,1,49,126,2017-11-15,2017-11-17,C&I,,NEM,,,,1202.9,1202.9000244140625,0.005,,2021-06-03 03:59:23.473649,
MH5tbKpP,1,50,2.85,2018-01-10,2018-01-10,Residential,Zero Cent PPA,NEM,NON220725,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
dzcWmQCG,1,50,2.16,2018-10-13,2018-10-13,Residential,Zero Cent PPA,NEM,NON241374,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
hhPhpvK4,1,50,2.94,2018-03-28,2018-03-28,Residential,Zero Cent PPA,NEM,NON228741,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
c8DLgGqe,1,50,3.45,2018-03-01,2018-03-01,Residential,Zero Cent PPA,NEM,NON221839,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
hhwTDNHA,1,50,3.99,2018-03-01,2018-03-01,Residential,Zero Cent PPA,NEM,NON221845,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
oySqJZV7,1,50,5.635,2018-09-06,2018-09-06,Residential,Zero Cent PPA,NEM,NON241628,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
GDhNFSTD,1,50,2.915,2018-09-06,2018-09-06,Residential,Zero Cent PPA,NEM,NON241377,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
WPLV3H5i,1,50,3.975,2018-04-11,2018-04-11,Residential,Zero Cent PPA,NEM,NON232301,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
jPGAZFtY,1,50,3.27,2018-08-21,2018-08-21,Residential,Zero Cent PPA,NEM,NON241625,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
rkLXJngK,1,50,3.64,2018-01-12,2018-01-12,Residential,Zero Cent PPA,NEM,NON219283,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
fpfKGUhZ,1,50,2.65,2018-03-01,2018-03-01,Residential,Zero Cent PPA,NEM,NON228746,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
6HPU2i2v,1,50,3.185,2018-03-14,2018-03-14,Residential,Zero Cent PPA,NEM,NON221841,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
TmZXxrsR,1,50,3,2018-08-21,2018-08-21,Residential,Zero Cent PPA,NEM,NON241382,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
sYuNjc6R,1,50,3.135,2019-03-11,2019-03-11,Residential,Zero Cent PPA,NEM,NON267405,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
Euq7Ssq4,1,50,2.616,2018-08-21,2018-08-21,Residential,Zero Cent PPA,NEM,NON241350,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
4CEtD6uW,1,50,3.445,2018-07-24,2018-07-24,Residential,Zero Cent PPA,NEM,NON231032,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
7eM3x7MM,1,50,3.924,2018-07-11,2018-07-11,Residential,Zero Cent PPA,NEM,NON228745,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
LzaKpxzP,1,50,3.42,2018-09-18,2018-09-18,Residential,Zero Cent PPA,NEM,NON241607,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
pmjs6csf,1,50,3.98,2018-12-31,2018-12-31,Residential,Zero Cent PPA,NEM,NON280885,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
VZvBeUc3,1,50,4.9,2018-11-06,2018-11-06,Residential,Zero Cent PPA,NEM,NON241337,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
cn2MVYGZ,1,50,2.6,2018-11-29,2018-11-29,Residential,Zero Cent PPA,NEM,NON241638,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
9AnKpQVV,1,50,3.18,2018-06-29,2018-06-29,Residential,Zero Cent PPA,NEM,NON229311,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
XtyfYL4R,1,50,4.9,2018-01-10,2018-01-10,Residential,Zero Cent PPA,NEM,NON220728,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
D33NdztG,1,50,3.417,2018-08-21,2018-08-21,Residential,Zero Cent PPA,NEM,NON241346,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
BKkXuSPF,1,50,3.71,2018-03-28,2018-03-28,Residential,Zero Cent PPA,NEM,NON223207,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
cKrCRYBF,1,50,2.45,2018-03-08,2018-03-08,Residential,Zero Cent PPA,NEM,NON221846,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
CX253EHS,1,50,5.3,2018-10-30,2018-10-30,Residential,Zero Cent PPA,NEM,NON241356,,,1250,1250,0.005,,2021-06-03 03:59:23.473649,
